OBJECTID;USE;HBLOCK;LENGTH;LOWADDR;HIGHADDR;comments;POINT_X;POINT_Y
312.0;Residential;800 W 43RD AV;55.194147;800.0;800.0;No sidewalk both sides;490825.309383;5453256.86685
313.0;Residential;7300 CARTIER ST;53.415415;7300.0;7300.0;No sidewalk both sides;489967.463018;5451790.65589
318.0;Residential;700 W 54TH AV;102.254419;700.0;700.0;No sidewalks both sides;491178.205119;5452106.95817
323.0;Residential;6900 TISDALL ST;51.065439;6900.0;6900.0;No sidewalks both sides;491216.410196;5452166.21284
331.0;Residential;1400 E 54TH AV;50.069524;1400.0;1400.0;No sidewalk both sides;494358.327178;5451964.34019
335.0;Secondary Arterial;1100-1200 E KENT AV NORTH;253.182701;1100.0;1200.0;No sidewalk both sides;493867.087534;5450668.09546
339.0;Secondary Arterial;1100-1200 E KENT AV NORTH;253.182701;1100.0;1200.0;No sidewalk both sides;494118.220658;5450700.24564
341.0;Secondary Arterial;1200 E KENT AV SOUTH;66.022827;1200.0;1200.0;No sidewalk both sides;494111.764787;5450669.00191
347.0;Residential;5800 LAUREL ST;45.709768;5800.0;5800.0;No sidewalks both sides;490880.001516;5453306.19983
349.0;Residential;5800 LAUREL ST;52.336639;5800.0;5800.0;No sidewalks both sides;490880.423356;5453253.893
352.0;Residential;3800 PRINCE ALBERT ST;50.220585;3800.0;3800.0;No sidewalk both sides;493619.28236;5455359.19973
354.0;Residential;6800-7000 SELKIRK ST;70.982893;6800.0;7000.0;No sidewalk both sides;490282.25822;5452171.39682
356.0;Residential;6800-7000 SELKIRK ST;70.982893;6800.0;7000.0;No sidewalk both sides;490280.53758;5452100.43478
357.0;Residential;1100 W 40TH AV;157.22917;1100.0;1100.0;No sidewalks both sides;490511.511608;5453584.82188
363.0;Residential;5900 FREMLIN ST;103.557523;5900.0;5900.0;No sidewalk both sides;490773.201247;5453156.01714
364.0;Residential;7100 HUDSON ST;64.434873;7100.0;7100.0;No sidewalk both sides;490150.494802;5452103.50881
367.0;Residential;7000 CARTIER ST;50.258497;7000.0;7000.0;No sidewalk both sides;489977.543732;5452157.88357
370.0;Residential;2700 E 40TH AV;53.536995;2700.0;2700.0;No sidewalks both sides;496236.803487;5453453.28634
372.0;Residential;2800 E 40TH AV;53.295968;2800.0;2800.0;No sidewalks both sides;496551.478078;5453475.01002
375.0;Residential;2200 KAMLOOPS ST;50.195938;2200.0;2200.0;No sidewalks both sides;496020.444237;5456841.89136
377.0;Residential;2200 KAMLOOPS ST;50.204033;2200.0;2200.0;No sidewalks both sides;496020.321181;5456791.68748
381.0;Residential;3600 W 48TH AV;109.367905;3600.0;3600.0;No sidewalk both sides;486430.863826;5452852.39471
384.0;Arterial;1700-1800 E KENT AV NORTH;278.29861;1700.0;1800.0;No sidewalk both sides;494864.459629;5450663.86441
385.0;Arterial;1700-1800 E KENT AV NORTH;278.29861;1700.0;1800.0;No sidewalk both sides;494924.076203;5450637.96337
387.0;Arterial;1700-1800 E KENT AV NORTH;278.29861;1700.0;1800.0;No sidewalk both sides;495043.309353;5450586.16128
390.0;Residential;8300-8400 BEATRICE ST;66.067323;8300.0;8400.0;No sidewalks both sides;495061.461781;5450699.83918
392.0;Residential;7900 BORDEN ST;49.701918;7900.0;7900.0;no sidewalks on both sides;494606.260793;5451123.50291
393.0;Residential;7900 BORDEN ST;49.701918;7900.0;7900.0;no sidewalks on both sides;494605.67696;5451073.80443
396.0;Residential;5500 SOPHIA ST;51.912613;5500.0;5500.0;No sidewalks both sides;492761.261723;5453578.36309
397.0;Residential;5500 SOPHIA ST;51.912613;5500.0;5500.0;No sidewalks both sides;492754.991924;5453526.83048
398.0;Residential;4400 MAPLE ST;49.620861;4400.0;4400.0;No sidewalk both sides;488948.235013;5454894.0492
399.0;Residential;4400 MAPLE ST;49.620861;4400.0;4400.0;No sidewalk both sides;488946.943297;5454844.44515
403.0;Residential;7700 ARBUTUS ST;76.658999;7700.0;7700.0;No sidewalks both sides;488736.58705;5451423.41179
404.0;Residential;7700 ARBUTUS ST;76.658999;7700.0;7700.0;No sidewalks both sides;488736.291267;5451411.75654
405.0;Residential;1400 E 39TH AV;50.21654;1400.0;1400.0;No sidewalks both sides;494447.557639;5453559.21437
407.0;Residential;1500 E 39TH AV;50.100402;1500.0;1500.0;No sidewalk both sides;494648.435066;5453555.67891
410.0;Residential;1400 E 29TH AV;49.706599;1400.0;1400.0;No sidewalk both sides;494497.835758;5454645.54399
412.0;Residential;1400 E 29TH AV;79.080737;1400.0;1400.0;No sidewalk both sides;494562.827719;5454644.52175
414.0;Residential;4300 PENTICTON ST;46.032651;4300.0;4300.0;No sidewalks both sides;496212.220059;5454835.26406
415.0;Residential;4300 PENTICTON ST;46.032651;4300.0;4300.0;No sidewalks both sides;496212.150261;5454789.23147
417.0;Residential;1800 W 50TH AV;53.732837;1800.0;1800.0;No sidewalk both sides;489170.100371;5452563.94908
419.0;Residential;1900 W 50TH AV;52.68398;1900.0;1900.0;No sidewalk both sides;489012.029694;5452567.4623
420.0;Residential;4100 PENTICTON ST;2.016013;4100.0;4100.0;No sidewalks both sides;496222.301511;5454973.68582
423.0;Residential;4600 MACDONALD ST;52.723999;4600.0;4600.0;No sidewalks both sides;487776.579374;5454616.71192
424.0;Residential;1800 W 58TH AV;90.376549;1800.0;1800.0;No sidewalks both sides;489202.122415;5451765.79592
425.0;Residential;1800 W 58TH AV;90.376549;1800.0;1800.0;No sidewalks both sides;489137.137021;5451767.17378
428.0;Residential;1800 W 63RD AV;50.301417;1800.0;1800.0;No sidewalks both sides;488982.05538;5451274.71598
430.0;Residential;500 FELLOWES ST;59.153954;500.0;500.0;No sidewalk both sides;498078.951668;5459715.60136
437.0;Residential;2700 E 43RD AV;46.272255;2700.0;2700.0;No sidewalk both sides;496446.777756;5453155.03546
438.0;Residential;2700 E 43RD AV;55.017217;2700.0;2700.0;No sidewalk both sides;496295.207154;5453152.6306
439.0;Residential;2700 E 43RD AV;55.017217;2700.0;2700.0;No sidewalk both sides;496350.217016;5453153.53018
442.0;Residential;4800 BALACLAVA ST;52.736126;4800.0;4800.0;No sidewalks both sides;487208.407387;5454515.92379
447.0;Residential;4300-4400 TOWNLEY ST;52.063289;4300.0;4400.0;No sidewalks both sides;488482.893455;5454841.64241
450.0;Residential;4300-4400 TOWNLEY ST;113.768131;4300.0;4400.0;No sidewalks both sides;488460.817249;5454888.79352
452.0;Residential;4300 MAPLE ST;49.651789;4300.0;4300.0;No sidewalk both sides;488949.591727;5454943.64024
453.0;Residential;7000-7200 MARGUERITE ST;51.803504;7000.0;7200.0;No sidewalk both sides;489421.417488;5451909.60655
455.0;Residential;2000 W 50TH AV;47.7225;2000.0;2000.0;No sidewalk both sides;488906.590394;5452569.53035
457.0;Residential;2400 MCMULLEN AV;62.936814;2400.0;2400.0;No sidewalks both sides;488283.886649;5454915.67384
459.0;Collector;2100 W 57TH AV;82.246407;2100.0;2100.0;No sidewalk both sides;488537.583245;5451876.32192
462.0;Residential;7000 ARBUTUS ST;39.919779;7000.0;7000.0;No sidewalks both sides;488754.809933;5452150.79418
464.0;Residential;6000-6100 OLYMPIC ST;98.624166;6000.0;6100.0;No sidewalk both sides;486196.879807;5453218.2131
466.0;Residential;6000-6100 OLYMPIC ST;98.624166;6000.0;6100.0;No sidewalk both sides;486194.230156;5453119.62453
468.0;Residential;0-100 W 62ND AV;47.206971;0.0;100.0;No sidewalks both sides;492202.158289;5451275.60798
469.0;Residential;4000 KOOTENAY ST;49.754954;4000.0;4000.0;No sidewalk both sides;498089.494946;5455114.80212
472.0;Residential;3800 KOOTENAY ST;5.57797;3800.0;3800.0;No sidewalk both sides;498090.173035;5455263.75316
473.0;Residential;5600 SOPHIA ST;59.605215;5600.0;5600.0;No sidewalks both sides;492753.490273;5453426.40533
474.0;Residential;5600 SOPHIA ST;59.605215;5600.0;5600.0;No sidewalks both sides;492751.369346;5453366.83786
476.0;Residential;5600 SOPHIA ST;49.781638;5600.0;5600.0;No sidewalks both sides;492754.667094;5453477.04991
477.0;Residential;1500-1600 GLEN DRIVE;12.190249;1500.0;1600.0;No sidewalk on both sides;494076.792286;5457447.70877
481.0;Collector;7900-8000 ELLIOTT ST;253.253534;7900.0;8000.0;No sidewalk both sides;495979.563807;5450953.2621
482.0;Collector;7900-8000 ELLIOTT ST;253.253534;7900.0;8000.0;No sidewalk both sides;495973.355998;5450888.55921
483.0;Collector;7900-8000 ELLIOTT ST;253.253534;7900.0;8000.0;No sidewalk both sides;495967.792509;5450830.57196
486.0;Residential;1400 DOGWOOD AV;122.64773;1400.0;1400.0;No sidewalks both sides;489981.752631;5452308.62351
488.0;Residential;1400 DOGWOOD AV;122.64773;1400.0;1400.0;No sidewalks both sides;489859.139611;5452311.54123
490.0;Residential;6600 CARTIER ST;48.760412;6600.0;6600.0;No sidewalk both sides;489986.267257;5452469.7145
494.0;Residential;6300 COLUMBIA ST;50.2906;6300.0;6300.0;No sidewalks both sides;491933.99641;5452728.17678
497.0;Residential;1200 GLEN DRIVE;14.821685;1200.0;1200.0;No sidewalk on both sides;494077.081607;5457944.22413
503.0;Residential;6800 TISDALL ST;51.519605;6800.0;6800.0;No sidewalks both sides;491193.234028;5452315.10507
505.0;Residential;700 W 50TH AV;49.683821;700.0;700.0;No sidewalk both sides;491048.835859;5452524.69646
506.0;Residential;700 W 50TH AV;49.683821;700.0;700.0;No sidewalk both sides;490999.235272;5452527.57115
508.0;Residential;2700 TEMPLETON DRIVE;50.218269;2700.0;2700.0;No sidewalks both sides;495624.47376;5456354.51685
513.0;Residential;1700 W 68TH AV;163.961166;1700.0;1700.0;No sidewalk both sides;489341.823968;5450880.05332
514.0;Residential;1700 W 68TH AV;163.961166;1700.0;1700.0;No sidewalk both sides;489276.845758;5450881.73627
517.0;Residential;3200 W 51ST AV;209.782482;3200.0;3200.0;No sidewalks both sides;487187.115711;5452529.02854
525.0;Residential;6500-6600 BALACLAVA ST;221.510703;6500.0;6600.0;No sidewalks both sides;487187.656446;5452555.53373
528.0;Residential;3000-3100 W 45TH AV;200.685901;3000.0;3100.0;No sidewalks both sides;487333.593635;5453151.96921
531.0;Residential;3000-3100 W 45TH AV;200.685901;3000.0;3100.0;No sidewalks both sides;487197.917714;5453153.61486
538.0;Residential;3300 LILLOOET ST;43.540048;3300.0;3300.0;No sidewalks both sides;497158.21602;5455735.80852
541.0;Residential;4700-4800 BELMONT AV;383.622895;4700.0;4800.0;No sidewalk both sides;484024.680239;5458079.50291
548.0;Residential;1600-1700 W 62ND AV;293.758441;1600.0;1700.0;No sidewalks both sides;489551.943533;5451365.33183
550.0;Residential;1600-1700 W 62ND AV;293.758441;1600.0;1700.0;No sidewalks both sides;489421.990482;5451368.82529
554.0;Collector;2100 W 57TH AV;139.409731;2100.0;2100.0;No sidewalk both sides;488747.869034;5451872.01514
555.0;Collector;2100 W 57TH AV;139.409731;2100.0;2100.0;No sidewalk both sides;488682.883267;5451873.3753
557.0;Collector;2100 W 57TH AV;139.409731;2100.0;2100.0;No sidewalk both sides;488608.489829;5451874.93237
559.0;Residential;5400 SOPHIA ST;50.315357;5400.0;5400.0;No sidewalks both sides;492762.648555;5453628.20866
562.0;Residential;1400 E 54TH AV;50.097681;1400.0;1400.0;No sidewalk both sides;494458.434856;5451962.70729
563.0;Residential;1400 E 54TH AV;50.097681;1400.0;1400.0;No sidewalk both sides;494508.52069;5451961.61784
572.0;Residential;0 W 69TH AV;249.910911;0.0;0.0;No sidewalk both sides;492228.274237;5450742.49233
582.0;Residential;2300 KASLO ST;50.17968;2300.0;2300.0;No sidewalks both sides;496579.49106;5456790.1447
583.0;Residential;2300 KASLO ST;50.17968;2300.0;2300.0;No sidewalks both sides;496579.228997;5456739.9657
588.0;Residential;3500 W 48TH AV;246.374083;3500.0;3500.0;No sidewalk both sides;486612.601082;5452879.73976
595.0;Residential;800-900 MALKIN AV;266.190671;800.0;900.0;No sidewalks both sides;493854.136296;5457884.60982
596.0;Residential;800-900 MALKIN AV;266.190671;800.0;900.0;No sidewalks both sides;493912.295392;5457855.60378
597.0;Residential;800-900 MALKIN AV;266.190671;800.0;900.0;No sidewalks both sides;493974.188865;5457836.15757
600.0;Residential;5000 MCHARDY ST;55.339286;5000.0;5000.0;No sidewalks both sides;497511.49891;5454133.6233
603.0;Residential;7500 ST. GEORGE ST;48.920869;7500.0;7500.0;No sidewalk both sides;493144.008045;5451538.0039
606.0;Residential;8000 BUSCOMBE ST;72.46252;8000.0;8000.0;No sidewalk both sides;493054.799672;5450931.32785
609.0;Residential;7900-8000 BUSCOMBE ST;64.26779;7900.0;8000.0;No sidewalk both sides;493057.228934;5451052.1208
610.0;Residential;9000 MILTON ST;47.910372;9000.0;9000.0;No sidewalk both sides;489688.210949;5450168.33592
611.0;Residential;9000 MILTON ST;47.910372;9000.0;9000.0;No sidewalk both sides;489697.892292;5450215.25793
612.0;Residential;4200 KAMLOOPS ST;45.966769;4200.0;4200.0;No sidewalks both sides;496052.095339;5454880.96955
613.0;Residential;4200 KAMLOOPS ST;45.966769;4200.0;4200.0;No sidewalks both sides;496051.97458;5454835.00293
617.0;Residential;6000 COLLINGWOOD ST;51.073053;6000.0;6000.0;No sidewalks both sides;486746.340261;5453228.72851
619.0;Residential;1300-1500 KOOTENAY ST;330.6438;1300.0;1500.0;No sidewalk both sides;497994.713373;5457768.18946
623.0;Residential;1300-1500 KOOTENAY ST;330.6438;1300.0;1500.0;No sidewalk both sides;498042.731084;5457512.66197
624.0;Residential;1300-1500 KOOTENAY ST;330.6438;1300.0;1500.0;No sidewalk both sides;498043.773787;5457507.11533
625.0;Residential;3000 E 55TH AV;70.039432;3000.0;3000.0;No sidewalks both sides;496919.610216;5451822.64088
630.0;Residential;4500 MANOR ST;46.818013;4500.0;4500.0;No sidewalks both sides;497250.430373;5454547.63086
640.0;Residential;7000 OSLER ST;70.15119;7000.0;7000.0;No sidewalks both sides;490485.974048;5452236.78438
641.0;Residential;7000 OSLER ST;70.15119;7000.0;7000.0;No sidewalks both sides;490484.334469;5452171.80506
644.0;Residential;4700-4800 PATON ST;91.221603;4700.0;4800.0;No sidewalks both sides;488300.044099;5454612.79307
653.0;Residential;4800 BALACLAVA ST;52.738116;4800.0;4800.0;No sidewalks both sides;487207.367023;5454410.45468
655.0;Residential;4400 MAPLE ST;45.955229;4400.0;4400.0;No sidewalk both sides;488950.834543;5454799.73616
656.0;Residential;4600 MACDONALD ST;53.028662;4600.0;4600.0;No sidewalks both sides;487778.457977;5454722.44789
663.0;Residential;5500-5600 BAILLIE ST;54.816898;5500.0;5600.0;No sidewalk both sides;491092.000533;5453449.06072
668.0;Residential;8100 CROMPTON ST;110.446801;8100.0;8100.0;No sidewalk both sides;494121.484282;5450927.45621
670.0;Residential;8100 CROMPTON ST;110.446801;8100.0;8100.0;No sidewalk both sides;494119.887933;5450817.02095
671.0;Secondary Arterial;1500 E KENT AV SOUTH;129.404425;1500.0;1500.0;No sidewalk both sides;494514.583861;5450720.45744
675.0;Collector;6600-6800 MACDONALD ST;278.882796;6600.0;6800.0;No sidewalk both sides;487714.619448;5452508.11438
681.0;Residential;6100-6200 CEDARHURST ST;183.43848;6100.0;6200.0;No sidewalks both sides;487506.314481;5453084.86832
682.0;Residential;6100-6200 CEDARHURST ST;183.43848;6100.0;6200.0;No sidewalks both sides;487505.644488;5453019.87178
686.0;Collector;7100-7300 BLENHEIM ST;321.760943;7100.0;7300.0;No sidewalk both sides;486968.282083;5452090.92776
687.0;Collector;7100-7300 BLENHEIM ST;321.760943;7100.0;7300.0;No sidewalk both sides;486966.929515;5452025.94183
690.0;Collector;7100-7300 BLENHEIM ST;321.760943;7100.0;7300.0;No sidewalk both sides;486962.87181;5451830.98406
693.0;Residential;3000-3100 W 53RD AV;220.491907;3000.0;3100.0;No sidewalk both sides;487338.051023;5452305.31902
697.0;Residential;6400 BALACLAVA ST;120.320833;6400.0;6400.0;No sidewalks both sides;487194.116432;5452870.78838
698.0;Residential;6400 BALACLAVA ST;120.320833;6400.0;6400.0;No sidewalks both sides;487192.775273;5452805.80222
700.0;Residential;3100 W 48TH AV;114.397909;3100.0;3100.0;No sidewalk both sides;487308.491441;5452868.49951
701.0;Residential;3100 W 48TH AV;114.397909;3100.0;3100.0;No sidewalk both sides;487243.504453;5452869.80003
707.0;Residential;3000 LILLOOET ST;45.000275;3000.0;3000.0;No sidewalk both sides;497159.280188;5456004.60744
709.0;Residential;3400 LILLOOET ST;46.609978;3400.0;3400.0;No sidewalks both sides;497158.136991;5455693.54469
711.0;Residential;700-800 W 47TH AV;49.692576;700.0;800.0;No sidewalks both sides;490815.424446;5452845.39181
715.0;Residential;1000 W 55TH AV;54.922164;1000.0;1000.0;No sidewalk both sides;490640.729267;5451977.09754
722.0;Residential;2800 SEMLIN DRIVE;51.362125;2800.0;2800.0;No sidewalks both sides;495341.700507;5456257.48113
727.0;Residential;1700 VERNON DRIVE;101.709896;1700.0;1700.0;No sidewalk both sides;494262.193356;5457337.36191
730.0;Residential;1100 E KENT AV SOUTH;175.389459;1100.0;1100.0;No sidewalk both sides;493873.324496;5450638.45167
731.0;Residential;1100 E KENT AV SOUTH;175.389459;1100.0;1100.0;No sidewalk both sides;493937.798448;5450646.70452
733.0;Residential;1100 E KENT AV SOUTH;175.389459;1100.0;1100.0;No sidewalk both sides;494047.29452;5450660.72032
737.0;Residential;800 W 66TH AV;138.935724;800.0;800.0;No sidewalk both sides;490961.661314;5450959.1729
739.0;Residential;800 W 66TH AV;138.935724;800.0;800.0;No sidewalk both sides;490831.711343;5450962.77917
742.0;Residential;1100 W 52ND AV;50.556045;1100.0;1100.0;No sidewalk on both sides;490337.399604;5452363.05204
743.0;Residential;1200 W 50TH AV;130.057196;1200.0;1200.0;No sidewalk both sides;490291.727111;5452560.99485
745.0;Residential;1200 W 50TH AV;130.057196;1200.0;1200.0;No sidewalk both sides;490161.762577;5452564.03126
749.0;Residential;1100 W 50TH AV;101.038086;1100.0;1100.0;No sidewalk both sides;490493.727425;5452556.22358
750.0;Residential;1100 W 50TH AV;101.038086;1100.0;1100.0;No sidewalk both sides;490428.745394;5452557.75188
753.0;Residential;500-600 W 50TH AV;140.912981;500.0;600.0;No sidewalk both sides;491273.44248;5452511.59284
754.0;Residential;500-600 W 50TH AV;140.912981;500.0;600.0;No sidewalk both sides;491208.552936;5452515.38059
756.0;Residential;4900 OSLER ST;53.330811;4900.0;4900.0;No sidewalks both sides;490529.87802;5454313.16981
759.0;Residential;4900 RUBY ST;55.679278;4900.0;4900.0;No sidewalk both sides;498113.584711;5454147.27915
762.0;Residential;3100 QUEENS AV;130.129905;3100.0;3100.0;No sidewalk both sides;497166.41147;5454414.39825
763.0;Residential;3100 QUEENS AV;130.129905;3100.0;3100.0;No sidewalk both sides;497166.521629;5454414.3294
766.0;Residential;700 W 52ND AV;49.668722;700.0;700.0;No sidewalks both sides;491043.187631;5452281.228
767.0;Residential;700 W 52ND AV;49.668722;700.0;700.0;No sidewalks both sides;490993.533911;5452282.44866
771.0;Residential;3200 CELTIC AV;146.21316;3200.0;3200.0;No sidewalk on both sides;487169.540996;5451672.05825
783.0;Residential;6600 TISDALL ST;49.64653;6600.0;6600.0;No sidewalks both sides;491196.578344;5452466.38175
